Name	Scope Project1	
File	C:\Users\De_Zhao\Desktop\08-12-2021\L020_400to500_s100-01.csv	
Starttime of export	132835138882230000	Donnerstag, 9. Dezember 2021	09:58:08.223
Endtime of export	132835139018652130	Donnerstag, 9. Dezember 2021	09:58:21.865


Name	current
SymbolComment	
Data-Type	REAL64
SampleTime	10
VariableSize	8
SymbolBased	True
IndexGroup	16448
IndexOffset	422320
SymbolName	Measurement_Values.Current_To_Torque_Characteristic.current
NetID	5.27.164.74.1.1
Port	851
Offset	0
ScaleFactor	1
BitMask	0xffffffffffffffff
Unit	(None)
Unit ScaleFactor	1
Unit Offset	0


0	-2.0664000000000002
10	-2.1238
20	-2.0090000000000003
30	-1.722
40	-1.4924000000000002
50	-1.0906
60	-0.63140000000000007
70	0.1148
80	0.861
90	1.6645999999999999
100	1.4924000000000002
110	1.4924000000000002
120	1.6071999999999997
130	1.6071999999999997
140	1.2628000000000001
150	1.2628000000000001
160	1.2054
170	1.3776
180	1.2628000000000001
190	1.3776
200	1.5498
210	1.5498
220	1.4924000000000002
230	1.3776
240	1.2628000000000001
250	1.3202
260	1.3776
270	1.3776
280	1.4924000000000002
290	1.2628000000000001
300	1.3202
310	1.3776
320	1.3776
330	1.3776
340	1.2628000000000001
350	1.2054
360	1.2628000000000001
370	1.3776
380	1.3202
390	1.2628000000000001
400	1.3776
410	1.2628000000000001
420	1.3202
430	1.2628000000000001
440	1.3202
450	1.435
460	1.2054
470	1.2628000000000001
480	1.2628000000000001
490	1.3202
500	1.2054
510	1.2054
520	1.3202
530	1.3202
540	1.148
550	1.148
560	1.3202
570	1.2628000000000001
580	1.2054
590	1.148
600	1.3202
610	1.2628000000000001
620	1.2054
630	1.148
640	1.3202
650	1.435
660	1.2054
670	1.3776
680	1.435
690	1.435
700	1.3776
710	1.2628000000000001
720	1.435
730	1.435
740	1.3202
750	1.2054
760	1.3202
770	1.435
780	1.2628000000000001
790	1.2628000000000001
800	1.3202
810	1.3202
820	1.2054
830	1.148
840	1.3202
850	1.3776
860	1.148
870	1.3202
880	1.435
890	1.4924000000000002
900	1.3776
910	1.3202
920	1.435
930	1.3776
940	1.3202
950	1.3202
960	1.3202
970	1.3776
980	1.3202
990	1.3202
1000	1.3202
1010	1.3202
1020	1.2054
1030	1.148
1040	1.2054
1050	1.3202
1060	1.0906
1070	1.0906
1080	1.0906
1090	1.3202
1100	1.0906
1110	1.0332000000000001
1120	1.0332000000000001
1130	1.148
1140	1.0332000000000001
1150	0.9758
1160	0.861
1170	0.80359999999999987
1180	0.861
1190	0.861
1200	0.9758
1210	0.9758
1220	0.74620000000000009
1230	0.6888
1240	0.74620000000000009
1250	0.80359999999999987
1260	0.6888
1270	0.80359999999999987
1280	0.80359999999999987
1290	0.9184
1300	1.148
1310	1.0906
1320	0.80359999999999987
1330	0.80359999999999987
1340	1.0332000000000001
1350	1.148
1360	1.2054
1370	1.3776
1380	1.3202
1390	1.4924000000000002
1400	1.4924000000000002
1410	1.6071999999999997
1420	1.6071999999999997
1430	1.6071999999999997
1440	1.6071999999999997
1450	1.722
1460	1.722
1470	1.7793999999999999
1480	1.8368
1490	1.8368
1500	1.8942
1510	1.8942
1520	1.8942
1530	1.8942
1540	2.0090000000000003
1550	2.0664000000000002
1560	2.0090000000000003
1570	2.0664000000000002
1580	2.0664000000000002
1590	2.0664000000000002
1600	2.1238
1610	2.1812
1620	2.2386
1630	2.1812
1640	2.296
1650	2.1812
1660	2.296
1670	2.3533999999999997
1680	2.296
1690	2.296
1700	2.2386
1710	2.1238
1720	1.8942
1730	1.6645999999999999
1740	1.148
1750	0.63140000000000007
1760	0.1148
1770	-0.80359999999999987
1780	-1.6645999999999999
1790	-1.6071999999999997
1800	-1.435
1810	-1.5498
1820	-1.435
1830	-1.435
1840	-1.435
1850	-1.3776
1860	-1.6071999999999997
1870	-1.5498
1880	-1.6071999999999997
1890	-1.4924000000000002
1900	-1.435
1910	-1.3776
1920	-1.5498
1930	-1.6645999999999999
1940	-1.4924000000000002
1950	-1.435
1960	-1.3776
1970	-1.4924000000000002
1980	-1.6645999999999999
1990	-1.5498
2000	-1.4924000000000002
2010	-1.3776
2020	-1.4924000000000002
2030	-1.5498
2040	-1.5498
2050	-1.3202
2060	-1.3202
2070	-1.3776
2080	-1.4924000000000002
2090	-1.2628000000000001
2100	-1.2628000000000001
2110	-1.435
2120	-1.2628000000000001
2130	-1.2628000000000001
2140	-1.2628000000000001
2150	-1.435
2160	-1.3776
2170	-1.148
2180	-1.3202
2190	-1.3776
2200	-1.3776
2210	-1.3202
2220	-1.3202
2230	-1.4924000000000002
2240	-1.3776
2250	-1.148
2260	-1.2628000000000001
2270	-1.2628000000000001
2280	-1.2628000000000001
2290	-1.148
2300	-1.148
2310	-1.3776
2320	-1.2628000000000001
2330	-1.3202
2340	-1.2628000000000001
2350	-1.435
2360	-1.3776
2370	-1.2054
2380	-1.2628000000000001
2390	-1.435
2400	-1.3776
2410	-1.2628000000000001
2420	-1.2628000000000001
2430	-1.4924000000000002
2440	-1.3776
2450	-1.148
2460	-1.2628000000000001
2470	-1.2628000000000001
2480	-1.3202
2490	-1.0906
2500	-1.148
2510	-1.3202
2520	-1.2054
2530	-1.148
2540	-1.2054
2550	-1.3776
2560	-1.3202
2570	-1.2628000000000001
2580	-1.2628000000000001
2590	-1.435
2600	-1.2628000000000001
2610	-1.2628000000000001
2620	-1.148
2630	-1.3202
2640	-1.3776
2650	-1.148
2660	-1.2628000000000001
2670	-1.3202
