Name	Scope Project1	
File	C:\Users\De_Zhao\Desktop\De_Zihan\25-03-2022\N_300to400_p0.1_s100_08.csv	
Starttime of export	132930976595900000	Mittwoch, 30. März 2022	09:07:39.590
Endtime of export	132930976630528892	Mittwoch, 30. März 2022	09:07:43.052


Name	current
SymbolComment	
Data-Type	REAL64
SampleTime	10
VariableSize	8
SymbolBased	True
IndexGroup	16448
IndexOffset	422320
SymbolName	Measurement_Values.Current_To_Torque_Characteristic.current
NetID	5.27.164.74.1.1
Port	851
Offset	0
ScaleFactor	1
BitMask	0xffffffffffffffff
Unit	(None)
Unit ScaleFactor	1
Unit Offset	0


0	0.40179999999999994
10	0.3444
20	0.40179999999999994
30	0.4592
40	0.51660000000000006
50	0.6888
60	0.861
70	1.148
80	1.435
90	1.4924000000000002
100	1.435
110	1.3776
120	1.2054
130	0.9184
140	0.861
150	1.0906
160	1.148
170	0.9758
180	1.148
190	1.148
200	1.3776
210	1.435
220	1.5498
230	1.6645999999999999
240	1.4924000000000002
250	1.4924000000000002
260	1.3776
270	1.3776
280	1.435
290	1.435
300	1.6071999999999997
310	1.3776
320	1.3202
330	1.3202
340	1.4924000000000002
350	1.3776
360	1.3202
370	1.3202
380	1.3202
390	1.435
400	1.435
410	1.2054
420	1.435
430	1.4924000000000002
440	1.3202
450	1.2628000000000001
460	1.4924000000000002
470	1.3776
480	1.435
490	1.2054
500	1.4924000000000002
510	1.435
520	1.3202
530	1.3202
540	1.3202
550	1.3776
560	1.2054
570	1.148
580	1.3202
590	1.3776
600	1.2628000000000001
610	1.2054
620	1.435
630	1.4924000000000002
640	1.5498
650	1.435
660	1.6645999999999999
670	1.5498
680	1.6071999999999997
690	1.435
700	1.5498
710	1.6645999999999999
720	1.4924000000000002
730	1.4924000000000002
740	1.5498
750	1.6071999999999997
760	1.4924000000000002
770	1.3776
780	1.5498
790	1.5498
800	1.435
810	1.3776
820	1.6071999999999997
830	1.6071999999999997
840	1.6071999999999997
850	1.5498
860	1.7793999999999999
870	1.6645999999999999
880	1.6645999999999999
890	1.6071999999999997
900	1.7793999999999999
910	1.8368
920	1.6071999999999997
930	1.6645999999999999
940	1.7793999999999999
950	1.722
960	1.6645999999999999
970	1.4924000000000002
980	1.6645999999999999
990	1.722
1000	1.6071999999999997
1010	1.4924000000000002
1020	1.6071999999999997
1030	1.7793999999999999
1040	1.6645999999999999
1050	1.4924000000000002
1060	1.7793999999999999
1070	1.7793999999999999
1080	1.6071999999999997
1090	1.5498
1100	1.5498
1110	1.6645999999999999
1120	1.4924000000000002
1130	1.435
1140	1.4924000000000002
1150	1.4924000000000002
1160	1.4924000000000002
1170	1.3776
1180	1.3202
1190	1.2054
1200	1.2628000000000001
1210	1.3202
1220	1.3202
1230	1.0906
1240	1.0906
1250	1.0332000000000001
1260	0.80359999999999987
1270	0.9184
1280	1.0906
1290	1.2054
1300	1.0332000000000001
1310	1.2054
1320	1.148
1330	1.0906
1340	1.2628000000000001
1350	1.3776
1360	1.3776
1370	1.148
1380	0.9184
1390	0.80359999999999987
1400	0.861
1410	0.9758
1420	1.0332000000000001
1430	1.148
1440	1.0332000000000001
1450	1.0332000000000001
1460	1.0332000000000001
1470	1.0332000000000001
1480	1.0332000000000001
1490	1.0332000000000001
1500	1.0332000000000001
1510	1.0332000000000001
1520	1.0332000000000001
1530	1.0332000000000001
1540	1.0332000000000001
1550	1.0332000000000001
1560	1.0332000000000001
1570	1.0332000000000001
1580	0.9758
1590	1.0332000000000001
1600	1.0332000000000001
1610	0.9758
1620	0.9758
1630	0.9758
1640	0.9758
1650	0.9758
1660	0.9758
1670	0.9758
1680	0.9758
1690	0.9758
1700	0.9758
1710	0.9758
1720	0.9184
1730	0.80359999999999987
1740	0.74620000000000009
1750	0.51660000000000006
1760	0.2296
1770	-0.1722
1780	-0.63140000000000007
1790	-1.0906
1800	-1.2054
1810	-1.2054
1820	-1.2054
1830	-0.861
1840	-0.6888
1850	-0.9758
1860	-0.9184
1870	-1.0332000000000001
1880	-1.0906
1890	-1.3202
1900	-1.3776
1910	-1.435
1920	-1.3202
1930	-1.3202
1940	-1.3202
1950	-1.2054
1960	-1.2054
1970	-1.435
1980	-1.5498
1990	-1.435
2000	-1.2628000000000001
2010	-1.0332000000000001
2020	-1.3202
2030	-1.4924000000000002
2040	-1.3202
2050	-1.148
2060	-1.2054
2070	-1.3202
2080	-1.3202
2090	-1.148
2100	-1.0906
2110	-1.3776
2120	-1.2054
2130	-1.0906
2140	-0.9758
2150	-1.2054
2160	-1.0906
2170	-0.9758
2180	-0.9758
2190	-1.2054
2200	-1.148
2210	-1.0906
2220	-0.9758
2230	-1.2628000000000001
2240	-1.2628000000000001
2250	-1.0906
2260	-1.0332000000000001
2270	-1.2628000000000001
2280	-1.148
2290	-1.0906
2300	-0.9758
2310	-1.148
2320	-1.0906
2330	-1.0906
2340	-0.9184
2350	-1.148
2360	-1.0906
2370	-0.9758
2380	-0.9184
2390	-1.148
2400	-1.0906
2410	-1.0906
2420	-0.9758
2430	-1.2628000000000001
2440	-1.2054
2450	-1.0906
2460	-1.0332000000000001
2470	-1.2628000000000001
2480	-1.2054
2490	-1.148
2500	-0.9184
2510	-1.2054
2520	-1.0906
2530	-1.0332000000000001
2540	-0.9184
2550	-1.148
2560	-1.0906
2570	-0.9758
2580	-0.9184
2590	-1.2054
2600	-1.0906
2610	-1.0332000000000001
2620	-0.861
2630	-1.148
2640	-1.2054
2650	-1.0906
2660	-1.0332000000000001
2670	-1.2628000000000001
